user_id,item_id,daytime,rating
87,64,evening,3
15,65,evening,2
88,66,sunset,0
89,17,morning,0
32,21,afternoon,1
90,67,morning,2
33,68,noon,0
91,3,afternoon,2
90,67,evening,2
53,69,evening,0
92,56,sunset,1
93,21,night,0
94,70,morning,0
68,11,evening,2
95,71,afternoon,3
78,5,afternoon,1
90,16,afternoon,2
96,72,sunset,0
91,73,noon,1
33,74,night,0
97,16,night,1
38,33,afternoon,0
91,21,night,0
7,75,morning,1
52,16,morning,2
98,69,afternoon,0
99,76,afternoon,1
100,77,evening,0
4,5,noon,0
101,21,sunset,0
102,25,evening,0
37,78,afternoon,1
103,5,afternoon,0
104,11,night,0
105,21,noon,0
45,79,evening,0
106,80,evening,2
107,17,night,0
106,81,noon,3
108,82,night,0
54,42,sunset,3
109,20,sunset,2
110,83,afternoon,1
10,11,night,0
111,26,night,2
37,84,sunset,0
90,67,sunset,2
112,85,evening,1
113,5,evening,2
114,40,evening,3
115,21,noon,1
116,86,morning,3
106,87,morning,3
117,88,evening,3
118,89,morning,1
119,15,evening,0
120,25,evening,3
121,90,night,0
51,5,afternoon,2
122,40,evening,0
17,10,morning,2
33,11,night,1
123,91,noon,3
55,92,noon,1
124,33,night,0
5,11,evening,3
125,93,evening,0
126,94,sunset,3
47,21,evening,2
64,40,afternoon,1
117,95,afternoon,0
22,40,evening,2
31,17,night,0
127,96,noon,1
120,97,sunrise,3
128,5,afternoon,3
86,16,evening,2
129,25,afternoon,1
130,98,evening,0
131,59,morning,3
132,25,afternoon,0
133,28,evening,2
134,99,sunrise,0
135,100,night,0
90,21,evening,1
92,21,afternoon,2
2,101,sunset,1
68,102,morning,1
136,103,afternoon,1
68,35,morning,0
137,104,afternoon,0
138,105,evening,1
139,106,morning,1
140,44,night,2
141,71,sunset,0
142,5,sunrise,3
143,107,morning,2
144,3,afternoon,3
145,108,evening,2
64,9,sunrise,3
32,59,evening,0
146,109,night,0
1,110,night,0
71,111,sunset,2
147,112,evening,0
71,16,morning,2
148,113,afternoon,0
149,114,evening,1
68,11,sunrise,1
106,87,morning,2
85,17,evening,2
49,39,morning,1
150,26,night,3
4,115,afternoon,2
42,5,sunset,0
7,116,morning,0
57,117,afternoon,3
151,118,morning,1
42,119,afternoon,0
132,120,evening,0
152,121,morning,3
56,49,evening,0
153,122,afternoon,3
86,114,noon,2
154,40,afternoon,3
155,123,night,2
12,124,noon,2
54,42,morning,1
156,125,evening,0
157,33,morning,0
110,9,afternoon,2
158,126,evening,0
159,127,afternoon,3
89,45,evening,0
14,128,evening,3
160,129,evening,0
123,130,morning,0
151,131,evening,3
64,5,evening,1
161,132,noon,0
106,21,afternoon,0
54,133,night,0
162,134,noon,0
163,5,afternoon,3
89,3,morning,1
164,3,evening,3
165,135,morning,0
166,136,noon,3
71,16,noon,0
45,137,afternoon,0
167,138,noon,0
78,5,evening,3
38,33,afternoon,1
168,26,evening,0
10,21,sunrise,0
169,139,morning,1
97,140,morning,3
170,21,morning,3
70,25,evening,1
80,25,afternoon,1
15,141,sunrise,0
157,142,morning,0
92,16,night,0
10,5,morning,1
143,143,night,0
171,144,morning,3
71,145,morning,3
172,35,noon,3
87,146,afternoon,3
48,5,afternoon,3
173,26,afternoon,0
174,35,night,0
64,5,afternoon,0
157,33,evening,2
175,147,night,0
40,21,evening,0
176,21,night,0
74,148,evening,0
91,102,morning,1
177,149,morning,3
22,150,sunset,2
178,25,evening,1
33,39,night,0
133,115,morning,1
179,11,noon,2
177,151,sunrise,0
180,9,noon,3
181,0,noon,2
182,152,evening,2
183,153,night,1
184,154,noon,1
185,16,morning,1
186,16,morning,0
187,155,morning,1
130,5,afternoon,3
87,25,sunset,2
51,25,evening,0
188,42,morning,0
117,156,evening,0
80,9,evening,3
189,157,afternoon,0
173,25,afternoon,0
46,3,evening,0
190,20,sunrise,1
191,16,evening,0
143,39,morning,0
192,158,afternoon,1
193,159,evening,0
194,45,evening,2
195,160,afternoon,1
195,161,morning,0
108,25,morning,1
194,9,morning,0
138,162,noon,2
196,163,morning,1
10,39,afternoon,0
197,164,afternoon,0
151,165,afternoon,2
41,166,evening,0
1,11,morning,2
78,167,afternoon,3
198,65,sunset,2
5,11,afternoon,1
168,168,evening,0
130,102,evening,3
199,169,afternoon,1
200,170,evening,0
12,171,sunrise,3
201,16,morning,1
155,5,noon,2
34,11,sunset,1
181,21,afternoon,1
187,48,night,0
64,16,sunrise,0
131,172,evening,3
136,17,noon,3
108,173,sunset,0
12,174,evening,0
86,175,morning,2
159,102,afternoon,1
176,114,noon,2
113,9,morning,2
187,176,night,0
1,17,night,0
131,59,night,0
202,177,evening,0
203,3,afternoon,0
189,9,evening,3
204,178,evening,0
205,11,afternoon,2
206,110,sunrise,0
125,78,noon,0
207,179,morning,0
208,180,afternoon,2
8,21,afternoon,1
209,181,afternoon,0
210,16,morning,0
211,182,afternoon,0
153,33,sunrise,2
212,33,night,0
213,183,night,3
52,184,morning,0
170,185,sunrise,2
214,9,night,2
52,186,morning,3
215,78,afternoon,3
150,26,noon,0
216,187,morning,0
195,188,evening,2
99,65,sunset,0
55,21,sunset,0
217,189,morning,1
218,33,evening,0
219,190,night,0
218,33,night,1
220,25,evening,0
43,78,evening,2
221,25,evening,2
222,21,afternoon,2
223,25,evening,3
189,59,afternoon,0
224,44,morning,0
225,103,evening,0
226,28,morning,0
169,191,afternoon,2
130,192,afternoon,0
85,136,morning,0
223,44,evening,0
98,3,afternoon,1
227,33,morning,0
121,193,night,0
62,21,afternoon,0
80,59,morning,3
208,17,afternoon,2
5,11,afternoon,3
228,16,evening,0
66,150,evening,3
110,194,evening,0
229,195,sunrise,0
33,196,noon,0
230,156,afternoon,0
231,143,sunset,0
232,20,sunrise,0
86,11,sunset,0
233,197,evening,0
234,21,night,0
153,198,noon,3
8,17,evening,0
93,199,night,2
120,79,night,0
22,26,night,2
32,17,afternoon,0
68,200,evening,0
120,201,night,0
42,21,noon,0
65,202,morning,1
209,203,afternoon,0
138,16,sunset,3
134,99,evening,2
186,16,morning,1
24,16,evening,1
235,204,afternoon,0
85,67,morning,3
33,138,noon,0
101,16,morning,0
236,205,morning,0
20,18,noon,2
97,9,sunset,2
186,33,morning,2
184,16,noon,2
237,17,morning,0
232,20,evening,1
26,5,morning,2
238,206,morning,3
44,5,afternoon,3
17,207,afternoon,0
163,5,morning,3
135,208,afternoon,0
1,1,night,3
25,209,evening,0
33,40,noon,1
230,5,noon,3
214,9,evening,1
71,16,noon,1
239,16,morning,2
160,129,evening,2
240,210,morning,2
241,209,night,0
242,102,evening,3
130,211,afternoon,0
243,25,sunrise,2
85,25,night,3
98,21,evening,2
161,212,noon,0
45,39,evening,0
222,21,sunset,3
244,213,night,0
26,214,afternoon,0
87,215,afternoon,3
245,216,evening,0
157,65,evening,2
246,9,sunset,0
247,217,noon,0
248,103,sunset,0
249,40,night,0
93,187,night,3
91,16,night,0
71,16,evening,1
206,110,evening,0
14,11,morning,2
73,21,evening,1
138,74,night,0
41,218,evening,0
75,219,evening,3
250,5,sunset,2
251,220,evening,0
120,97,morning,2
252,5,evening,3
110,40,noon,0
253,221,night,0
254,222,morning,3
97,11,sunrise,3
6,102,afternoon,0
16,223,afternoon,1
255,58,afternoon,0
187,224,afternoon,0
256,21,evening,0
39,225,night,1
34,11,afternoon,1
159,5,afternoon,3
26,5,afternoon,1
2,45,afternoon,0
257,25,sunrise,0
50,25,morning,3
138,5,afternoon,3
85,113,sunset,0
258,226,evening,0
3,21,afternoon,2
85,195,evening,3
259,227,evening,0
260,33,morning,0
150,228,sunrise,3
261,229,morning,0
142,17,noon,3
262,230,evening,2
40,231,evening,2
263,232,sunset,0
91,25,evening,0
167,5,evening,2
77,14,evening,0
126,233,afternoon,0
264,16,morning,0
265,21,afternoon,0
266,234,sunset,1
100,235,noon,0
232,236,night,0
77,55,night,1
33,237,noon,0
267,78,noon,0
85,238,evening,0
268,239,night,0
269,21,afternoon,0
252,16,afternoon,0
49,240,afternoon,0
270,17,sunset,1
42,21,afternoon,0
271,15,evening,2
70,25,afternoon,0
92,56,afternoon,3
87,25,noon,3
184,241,morning,0
93,242,night,0
215,243,sunrise,2
108,25,evening,0
272,16,evening,2
273,25,sunrise,3
134,244,evening,1
274,245,sunset,0
90,102,evening,0
244,195,evening,0
275,26,evening,0
247,162,morning,2
8,21,sunset,0
201,9,afternoon,0
97,11,afternoon,2
255,58,noon,1
125,166,sunset,0
15,246,evening,0
78,247,afternoon,3
276,248,morning,1
72,25,evening,0
231,249,sunset,0
116,250,night,2
77,251,morning,0
277,21,evening,0
273,252,afternoon,0
50,21,night,2
278,21,afternoon,0
2,5,afternoon,0
243,25,morning,2
256,253,evening,3
134,244,noon,1
197,21,night,1
174,35,sunset,0
271,15,afternoon,0
91,5,evening,2
62,5,morning,3
87,17,morning,0
279,221,afternoon,0
37,25,night,3
10,16,evening,1
87,254,sunset,3
280,255,evening,0
48,38,noon,3
175,256,evening,3
86,25,sunset,3
158,155,evening,3
223,25,night,0
281,5,afternoon,2
201,21,morning,0
42,21,morning,2
282,5,afternoon,1
283,257,afternoon,0
50,258,evening,2
55,92,noon,3
271,16,evening,0
89,25,sunset,3
195,16,sunrise,1
284,3,evening,2
159,259,afternoon,0
285,56,morning,1
219,260,sunset,0
172,35,noon,1
32,21,evening,3
286,261,afternoon,0
153,198,sunrise,3
14,21,evening,3
32,21,sunrise,2
126,262,night,2
114,21,morning,1
56,155,evening,1
287,3,evening,2
230,263,afternoon,0
117,264,afternoon,0
127,246,afternoon,2
154,74,evening,3
64,40,sunrise,2
288,149,evening,0
188,35,sunrise,1
289,21,evening,3
155,221,night,1
42,21,noon,0
215,265,morning,3
68,35,morning,2
222,21,evening,1
104,21,afternoon,0
252,5,afternoon,3
18,9,evening,0
212,266,night,0
290,246,morning,2
123,91,noon,2
272,59,evening,0
174,25,morning,1
206,267,morning,0
246,21,morning,2
89,168,evening,2
138,268,morning,1
5,25,afternoon,0
77,114,morning,0
291,269,afternoon,2
292,16,afternoon,2
177,16,morning,1
66,270,afternoon,3
293,271,sunset,1
294,272,afternoon,0
91,16,afternoon,0
91,273,evening,0
262,274,afternoon,0
1,5,evening,1
33,275,noon,0
33,69,night,0
188,276,afternoon,1
130,5,sunset,0
295,277,evening,0
296,58,noon,1
25,16,evening,2
78,56,evening,2
273,278,afternoon,1
297,25,afternoon,0
120,279,night,0
71,280,night,0
293,271,afternoon,0
93,192,noon,2
298,21,noon,0
175,281,evening,3
114,229,morning,0
254,282,night,3
299,21,evening,1
186,283,evening,0
300,5,night,1
301,17,morning,0
302,94,evening,0
272,284,morning,1
65,16,evening,2
87,25,morning,1
303,21,noon,1
74,25,sunset,0
154,16,afternoon,1
135,16,noon,0
291,285,night,0
304,16,noon,0
206,17,noon,3
302,286,evening,3
102,25,night,2
176,287,afternoon,3
305,288,afternoon,0
17,10,noon,2
194,16,evening,2
11,289,evening,0
133,21,night,1
158,126,evening,1
143,39,noon,0
7,290,morning,1
55,92,afternoon,0
135,291,morning,2
51,292,afternoon,3
230,29,afternoon,2
77,102,noon,0
91,5,afternoon,2
153,29,sunrise,3
48,34,night,2
257,21,night,0
306,293,noon,3
282,21,evening,2
174,294,sunrise,1
307,181,evening,0
308,9,morning,0
184,295,evening,0
262,5,afternoon,3
309,5,sunset,0
143,21,evening,1
98,16,noon,2
291,269,noon,0
184,296,afternoon,2
85,40,evening,0
7,31,morning,0
62,5,evening,2
136,17,noon,2
33,297,noon,0
310,298,noon,0
110,40,morning,3
246,111,evening,0
272,299,evening,0
311,205,sunrise,0
291,300,afternoon,3
312,17,noon,2
62,16,night,3
87,25,evening,3
303,73,sunrise,2
37,301,afternoon,1
287,302,afternoon,2
96,3,morning,0
264,303,morning,0
102,304,noon,0
8,305,night,0
25,21,morning,3
14,209,evening,2
87,25,noon,1
178,306,morning,0
145,167,evening,0
215,307,evening,0
43,308,night,1
48,59,afternoon,1
98,266,morning,0
128,309,evening,2
135,16,night,0
46,310,noon,1
176,25,evening,1
15,311,sunrise,0
168,5,afternoon,1
71,16,evening,3
313,312,noon,0
37,313,afternoon,0
314,53,morning,2
315,21,evening,2
89,45,morning,2
54,5,night,2
166,103,afternoon,0
316,44,night,1
89,314,afternoon,3
135,315,night,0
90,316,afternoon,2
239,317,evening,3
317,318,evening,0
52,262,afternoon,2
15,319,morning,3
201,5,sunrise,1
39,26,afternoon,2
55,25,morning,0
87,11,noon,0
174,35,sunrise,3
74,16,afternoon,1
246,175,sunrise,0
133,26,night,1
42,5,afternoon,0
43,21,night,0
102,25,night,2
78,5,noon,1
37,320,afternoon,3
282,28,morning,2
318,305,noon,0
38,33,morning,0
10,5,evening,0
239,321,sunset,0
86,322,sunset,2
310,209,noon,1
319,69,evening,0
87,64,noon,3
87,16,evening,3
12,24,afternoon,3
320,132,night,0
105,39,evening,0
321,5,evening,0
271,15,evening,3
33,323,night,0
322,324,sunset,0
187,65,sunset,3
323,25,night,1
199,325,morning,3
87,21,noon,0
324,326,morning,0
325,25,night,0
123,17,evening,2
64,5,sunset,1
192,327,afternoon,3
326,155,night,3
86,16,noon,0
327,271,evening,0
328,328,afternoon,0
296,9,evening,2
295,65,night,1
329,329,noon,0
165,33,night,3
248,14,morning,3
60,25,sunrise,1
276,248,afternoon,2
18,3,morning,1
108,173,afternoon,0
330,30,morning,0
111,132,night,0
108,21,afternoon,3
78,330,evening,3
279,331,noon,0
72,17,morning,0
331,332,evening,1
98,333,afternoon,0
332,334,evening,0
10,35,evening,1
333,65,night,1
206,21,morning,1
282,21,noon,0
89,25,afternoon,1
143,178,evening,0
7,197,morning,0
91,335,morning,1
38,33,sunrise,1
70,336,night,3
187,136,morning,3
243,298,afternoon,3
101,21,noon,0
31,25,night,0
45,201,evening,0
74,9,afternoon,0
176,78,evening,1
16,110,sunset,2
257,301,noon,3
138,337,evening,3
67,38,afternoon,1
262,204,afternoon,0
12,338,night,1
230,339,morning,3
34,262,evening,1
99,33,noon,3
172,17,evening,0
50,246,noon,3
1,5,evening,2
133,17,afternoon,0
326,340,afternoon,0
208,17,morning,0
275,33,morning,1
334,65,afternoon,1
130,9,evening,2
120,141,night,0
335,341,afternoon,0
336,5,evening,0
41,59,evening,0
52,262,morning,1
292,342,evening,3
195,343,morning,1
302,17,evening,0
75,219,sunset,3
41,344,evening,0
32,5,afternoon,2
1,1,evening,0
180,9,morning,0
43,308,noon,1
337,29,morning,1
113,5,noon,2
56,25,night,2
49,5,evening,3
163,39,evening,0
176,78,afternoon,3
195,345,morning,1
269,136,afternoon,1
153,346,evening,0
338,25,sunset,0
339,242,sunset,1
340,25,night,2
166,209,afternoon,3
108,25,afternoon,0
65,202,evening,2
186,11,evening,0
174,347,afternoon,1
341,348,sunrise,0
85,195,morning,3
209,349,afternoon,0
4,8,morning,0
342,350,evening,0
343,71,evening,3
212,351,night,0
89,45,sunrise,0
344,352,evening,0
271,353,noon,2
195,354,afternoon,2
142,5,night,3
49,39,evening,3
128,16,noon,0
91,11,noon,1
126,355,evening,3
345,329,sunrise,0
85,25,afternoon,1
181,136,afternoon,1
64,16,night,3
92,17,sunset,0
230,77,afternoon,0
346,356,night,0
267,357,night,1
43,358,afternoon,0
41,74,evening,2
300,275,sunset,0
198,21,afternoon,0
248,80,evening,2
16,21,morning,0
347,359,evening,0
89,168,afternoon,1
33,16,night,1
245,102,noon,2
216,360,morning,0
49,229,sunset,2
90,16,noon,2
138,103,afternoon,3
348,16,noon,2
98,361,afternoon,0
349,362,evening,2
350,363,sunset,1
140,364,night,0
26,16,afternoon,3
157,318,morning,2
338,365,night,2
143,39,afternoon,3
135,25,night,0
49,65,morning,0
329,366,afternoon,0
96,92,morning,3
272,367,night,0
51,11,noon,1
161,368,morning,0
157,369,afternoon,0
286,21,noon,0
351,26,morning,2
352,370,night,0
85,67,evening,0
87,21,evening,2
243,25,night,0
158,371,afternoon,0
24,372,morning,2
353,373,evening,0
68,16,morning,0
12,338,noon,2
18,9,afternoon,0
354,71,sunset,0
238,136,noon,3
91,14,evening,0
141,374,sunset,0
163,5,night,0
338,25,evening,1
90,316,evening,0
296,58,morning,3
29,22,morning,3
133,17,evening,2
14,25,evening,2
213,15,evening,0
29,375,evening,3
55,333,evening,2
302,16,evening,2
38,376,sunset,0
143,39,evening,3
90,67,morning,3
2,21,afternoon,2
113,377,afternoon,0
314,56,evening,0
243,25,evening,0
48,34,night,2
2,17,morning,1
130,262,noon,0
37,378,afternoon,1
355,9,afternoon,2
193,88,sunset,1
356,379,morning,0
93,380,night,0
357,242,afternoon,1
73,21,morning,3
358,381,sunset,0
77,382,evening,0
292,383,night,0
168,5,morning,2
117,5,afternoon,3
262,384,afternoon,0
15,78,afternoon,3
140,58,afternoon,3
168,16,afternoon,0
160,129,morning,1
359,5,afternoon,3
89,25,afternoon,2
97,385,morning,3
32,27,afternoon,2
130,386,afternoon,0
360,21,afternoon,0
361,16,noon,2
362,387,afternoon,0
33,388,noon,0
108,21,noon,0
106,59,afternoon,3
363,389,evening,3
364,390,night,2
159,138,afternoon,0
85,63,sunset,2
59,301,evening,0
167,11,noon,3
52,186,afternoon,0
52,186,evening,1
87,391,evening,1
365,21,noon,2
60,392,evening,0
279,393,morning,0
248,0,noon,3
73,89,night,0
108,9,evening,2
365,98,afternoon,0
143,39,sunset,0
14,21,evening,3
95,394,afternoon,2
366,395,noon,2
356,14,morning,0
64,25,afternoon,2
222,396,afternoon,0
240,17,evening,2
91,102,afternoon,0
49,16,morning,1
70,397,evening,3
135,167,night,0
89,16,sunrise,3
46,246,evening,0
64,9,afternoon,2
330,398,morning,2
355,9,afternoon,1
74,128,afternoon,0
92,16,afternoon,1
37,399,sunset,0
248,103,evening,0
271,65,afternoon,0
200,65,evening,3
153,347,evening,1
32,59,afternoon,3
62,33,noon,0
288,5,sunset,1
140,58,night,0
310,9,noon,1
161,138,noon,0
45,31,evening,0
98,5,afternoon,2
142,17,evening,3
212,5,night,2
68,214,night,2
10,5,sunset,2
120,31,morning,0
219,400,night,0
22,20,evening,2
367,103,morning,0
48,5,sunrise,3
23,401,sunset,1
185,402,evening,2
264,403,morning,3
184,3,noon,1
368,25,afternoon,0
272,404,night,0
246,405,sunset,0
171,406,afternoon,0
77,78,evening,3
91,114,night,0
85,63,evening,0
167,407,morning,0
33,266,noon,0
239,205,afternoon,3
369,408,afternoon,2
232,21,noon,0
257,92,night,1
1,5,afternoon,2
41,65,evening,3
81,301,morning,1
166,136,night,3
220,5,evening,1
370,409,evening,0
117,102,afternoon,0
295,20,night,3
91,25,afternoon,0
91,5,afternoon,1
37,3,afternoon,1
240,410,evening,1
141,136,sunset,0
371,379,evening,0
107,65,evening,2
32,5,afternoon,0
372,25,evening,1
157,411,noon,0
128,5,sunrise,3
48,5,noon,1
48,34,night,3
46,405,afternoon,0
90,88,noon,3
12,412,night,0
44,11,sunset,2
23,25,night,3
148,5,morning,0
373,413,morning,0
130,414,morning,0
166,136,sunrise,3
374,347,evening,1
361,39,sunrise,2
32,21,evening,0
10,11,noon,2
34,29,evening,3
193,415,evening,0
97,416,afternoon,2
138,5,morning,0
310,9,sunrise,1
97,417,night,0
352,16,evening,3
375,418,noon,0
130,162,afternoon,0
168,26,sunrise,2
363,33,noon,3
78,16,morning,2
212,419,morning,2
266,21,evening,0
86,322,morning,0
96,420,sunset,0
218,17,morning,1
302,262,evening,2
376,421,afternoon,0
18,3,evening,2
374,422,morning,0
154,16,evening,3
363,16,evening,0
4,197,evening,0
49,103,evening,1
73,21,evening,1
248,103,morning,3
340,423,afternoon,0
377,424,afternoon,0
378,425,night,0
26,21,noon,2
196,426,afternoon,0
140,58,sunset,0
329,427,morning,0
153,428,sunset,3
348,103,noon,0
86,21,evening,3
33,77,night,0
106,59,sunset,1
280,25,morning,1
87,16,evening,0
124,33,noon,1
87,16,evening,2
206,106,evening,3
379,116,evening,0
4,429,morning,1
380,69,afternoon,0
381,256,evening,1
382,65,evening,3
91,17,afternoon,0
31,3,noon,1
383,430,evening,0
39,65,night,2
147,21,noon,1
384,16,morning,0
377,431,afternoon,0
42,21,morning,2
385,432,sunrise,1
132,347,evening,0
293,433,evening,0
16,15,night,3
240,33,noon,0
62,434,night,2
120,197,evening,3
212,5,evening,2
130,435,afternoon,0
184,3,evening,3
154,40,morning,2
166,136,sunset,2
56,49,sunset,0
87,21,evening,3
378,3,night,0
201,319,night,0
97,8,morning,1
89,314,afternoon,2
2,78,noon,0
77,14,noon,2
37,17,afternoon,0
85,31,night,1
210,197,noon,3
386,436,night,0
26,214,evening,2
102,247,night,1
274,245,noon,0
162,5,noon,1
56,25,morning,0
160,21,evening,0
214,5,night,1
282,5,noon,2
240,437,morning,3
387,116,afternoon,0
9,438,evening,1
388,181,morning,0
135,261,night,0
143,439,morning,0
195,440,evening,3
33,16,evening,3
74,441,afternoon,2
308,102,evening,2
20,200,night,0
67,11,morning,2
97,88,evening,1
296,58,morning,1
157,442,noon,0
80,319,afternoon,0
389,65,night,0
38,374,sunset,1
377,88,afternoon,0
123,443,evening,2
108,11,evening,3
113,21,noon,2
390,33,morning,2
166,136,noon,2
134,17,afternoon,2
302,255,afternoon,3
168,16,morning,0
26,21,evening,2
73,38,noon,0
45,25,evening,2
374,444,night,0
353,439,evening,0
78,5,night,2
45,445,evening,0
245,21,evening,2
391,59,sunset,0
370,446,evening,0
198,447,afternoon,1
273,252,evening,3
21,197,morning,0
60,21,evening,1
26,53,noon,3
390,448,afternoon,2
108,11,sunset,1
80,9,morning,3
9,16,evening,0
187,190,afternoon,0
75,219,sunset,3
208,180,noon,3
292,342,evening,3
272,28,evening,0
392,5,afternoon,0
206,449,morning,0
55,92,evening,3
42,89,morning,0
272,284,morning,1
185,256,sunrise,2
80,450,afternoon,3
53,25,noon,1
106,451,afternoon,3
114,89,noon,2
242,25,morning,0
36,21,morning,0
96,452,sunset,0
135,453,night,0
258,454,night,0
233,10,evening,0
6,197,afternoon,0
165,272,morning,0
279,455,morning,0
71,280,noon,1
355,456,evening,1
143,16,afternoon,1
250,319,afternoon,1
143,16,afternoon,2
293,88,afternoon,1
393,457,night,0
268,103,evening,0
154,74,noon,2
296,58,night,0
89,167,afternoon,0
31,458,afternoon,0
108,42,evening,3
238,206,night,1
48,5,evening,0
213,459,evening,1
344,460,evening,0
293,25,evening,3
86,14,evening,1
39,26,noon,2
39,26,morning,0
74,148,evening,0
143,39,evening,3
90,264,night,0
230,59,afternoon,0
310,65,night,0
135,17,evening,3
394,262,night,0
395,461,night,2
188,17,evening,0
396,172,afternoon,0
26,31,evening,0
397,462,noon,1
51,11,morning,0
398,0,morning,1
130,386,afternoon,0
39,65,noon,3
235,5,noon,2
272,463,night,1
399,9,evening,0
69,16,sunset,3
50,25,morning,2
75,381,sunrise,0
31,11,afternoon,1
400,25,morning,0
389,78,evening,0
92,56,evening,3
208,261,night,0
74,16,afternoon,1
87,16,evening,3
178,25,afternoon,1
159,464,afternoon,0
10,114,evening,0
269,465,afternoon,1
195,466,night,0
401,155,night,3
14,21,evening,3
187,21,noon,3
90,67,sunset,3
89,467,evening,1
65,200,night,0
252,5,night,2
291,301,afternoon,3
247,40,morning,0
184,21,afternoon,1
304,468,evening,1
394,469,night,1
71,66,noon,1
310,20,morning,1
60,21,afternoon,2
199,169,night,3
102,21,evening,1
165,49,sunset,3
113,5,evening,3
110,40,morning,2
61,470,afternoon,0
159,471,afternoon,0
294,350,afternoon,2
215,265,morning,3
338,472,morning,0
251,473,evening,0
359,33,sunset,3
361,17,morning,1
61,5,evening,3
51,474,afternoon,2
131,475,evening,2
108,25,night,2
348,16,afternoon,2
4,187,sunset,3
402,476,evening,0
403,21,noon,0
347,477,evening,0
13,209,evening,1
265,478,morning,0
64,60,sunset,3
31,25,morning,0
56,48,evening,0
404,479,morning,0
80,9,night,2
90,21,morning,1
48,38,evening,3
215,33,morning,0
38,33,afternoon,0
74,480,noon,0
102,57,night,0
187,205,noon,3
229,136,afternoon,0
302,25,evening,3
315,21,night,2
389,16,sunset,3
68,114,noon,0
405,481,evening,2
54,200,morning,3
406,15,afternoon,2
3,16,evening,2
28,21,sunrise,0
212,482,night,0
276,5,afternoon,0
245,483,night,1
145,29,evening,1
96,471,sunset,0
128,103,morning,2
4,5,sunset,3
97,11,sunrise,3
212,102,evening,1
134,89,noon,0
113,9,sunrise,0
33,25,night,2
80,69,afternoon,1
195,484,night,1
243,298,morning,1
147,21,afternoon,2
91,21,noon,0
32,49,sunrise,2
277,65,evening,0
195,25,evening,0
136,16,night,3
106,59,noon,3
131,172,morning,1
93,485,morning,0
108,5,evening,3
97,11,sunset,3
297,33,afternoon,0
91,16,evening,2
133,28,evening,3
311,126,evening,0
32,5,night,1
154,40,noon,0
130,34,afternoon,0
127,486,afternoon,2
12,487,night,3
215,285,morning,0
171,227,evening,0
350,488,night,2
177,489,sunset,1
136,16,sunset,0
50,5,sunrise,1
6,305,evening,0
172,21,afternoon,3
68,214,evening,1
87,25,morning,3
154,436,noon,0
369,490,evening,2
302,17,sunrise,2
12,24,morning,3
407,329,sunset,0
14,491,morning,3
23,17,evening,3
264,5,morning,0
194,25,morning,2
78,16,night,1
16,15,evening,3
16,244,evening,1
168,379,evening,0
408,21,morning,3
186,14,afternoon,3
235,307,afternoon,0
33,17,night,3
125,93,night,1
153,198,morning,2
56,287,afternoon,0
409,17,evening,1
43,78,evening,0
72,25,afternoon,0
91,492,evening,2
163,5,evening,2
201,16,evening,3
240,493,noon,0
184,494,evening,0
1,17,sunset,1
149,495,night,1
130,9,afternoon,2
43,496,night,3
172,35,afternoon,2
209,69,morning,0
92,16,noon,2
91,25,morning,2
344,497,evening,0
12,412,afternoon,2
259,347,noon,0
7,498,afternoon,1
410,3,sunset,0
122,21,noon,1
150,499,evening,0
